STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
ES003800510,"SAN SALVADOR ILOPAN, ES",1/22/01,,69,85,63
ES003800510,"SAN SALVADOR ILOPAN, ES",1/23/01,,76,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/24/01,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/25/01,,78,87,60
ES003800510,"SAN SALVADOR ILOPAN, ES",1/26/01,,70,85,63
ES003800510,"SAN SALVADOR ILOPAN, ES",1/27/01,,76,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/28/01,,78,90,60
ES003800510,"SAN SALVADOR ILOPAN, ES",1/29/01,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/30/01,,70,89,63
ES003800510,"SAN SALVADOR ILOPAN, ES",1/31/01,,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/1/01,,84,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/2/01,,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/3/01,,73,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/4/01,,78,87,65
ES003800510,"SAN SALVADOR ILOPAN, ES",2/5/01,,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/6/01,,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/7/01,,76,90,64
ES003800510,"SAN SALVADOR ILOPAN, ES",2/8/01,,82,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/9/01,,84,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/10/01,,80,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/11/01,,77,93,67
ES003800510,"SAN SALVADOR ILOPAN, ES",2/12/01,,75,92,67
ES003800510,"SAN SALVADOR ILOPAN, ES",2/14/01,,87,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/15/01,,76,95,67
ES003800510,"SAN SALVADOR ILOPAN, ES",2/16/01,,85,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/17/01,,79,92,66
ES003800510,"SAN SALVADOR ILOPAN, ES",2/18/01,,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/19/01,,73,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/20/01,,78,92,65
ES003800510,"SAN SALVADOR ILOPAN, ES",2/22/01,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/23/01,,74,90,65
ES003800510,"SAN SALVADOR ILOPAN, ES",2/25/01,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/26/01,,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",2/27/01,,76,91,64
ES003800510,"SAN SALVADOR ILOPAN, ES",2/28/01,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/1/01,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/2/01,,80,86,65
ES003800510,"SAN SALVADOR ILOPAN, ES",3/3/01,,72,87,65
ES003800510,"SAN SALVADOR ILOPAN, ES",3/4/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/5/01,,82,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/6/01,,74,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/7/01,,74,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/8/01,,72,90,59
ES003800510,"SAN SALVADOR ILOPAN, ES",3/9/01,,80,87,62
ES003800510,"SAN SALVADOR ILOPAN, ES",3/10/01,,76,87,62
ES003800510,"SAN SALVADOR ILOPAN, ES",3/11/01,,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/12/01,,86,,
ES003800510,"SAN SALVADOR ILOPAN, ES",3/13/01,,80,92,65
ES003800510,"SAN SALVADOR ILOPAN, ES",3/14/01,,78,94,64
ES003800510,"SAN SALVADOR ILOPAN, ES",3/15/01,,76,89,64
ES003800510,"SAN SALVADOR ILOPAN, ES",3/16/01,,81,,
