STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
BR00D6-0010,-22.317,-49.117,617,2/1/12,,78,,
BR00D6-0010,-22.317,-49.117,617,2/2/12,,80,,
BR00D6-0010,-22.317,-49.117,617,2/3/12,,82,,
BR00D6-0010,-22.317,-49.117,617,2/4/12,,84,,
BR00D6-0010,-22.317,-49.117,617,2/5/12,,85,,
BR00D6-0010,-22.317,-49.117,617,2/6/12,,85,,
BR00D6-0010,-22.317,-49.117,617,2/7/12,,84,,
BR00D6-0010,-22.317,-49.117,617,2/8/12,,84,,
BR00D6-0010,-22.317,-49.117,617,2/9/12,,86,,
BR00D6-0010,-22.317,-49.117,617,2/10/12,,83,,
BR00D6-0010,-22.317,-49.117,617,2/11/12,,76,,
BR00D6-0010,-22.317,-49.117,617,2/12/12,,75,,
BR00D6-0010,-22.317,-49.117,617,2/13/12,,75,,
BR00D6-0010,-22.317,-49.117,617,2/14/12,,73,,
BR00D6-0010,-22.317,-49.117,617,2/15/12,,76,,
BR00D6-0010,-22.317,-49.117,617,2/16/12,,79,,
BR00D6-0010,-22.317,-49.117,617,2/17/12,,79,,
BR00D6-0010,-22.317,-49.117,617,2/18/12,,81,,
BR00D6-0010,-22.317,-49.117,617,2/19/12,,82,,
BR00D6-0010,-22.317,-49.117,617,2/20/12,,79,,
BR00D6-0010,-22.317,-49.117,617,2/21/12,,78,,
BR00D6-0010,-22.317,-49.117,617,2/22/12,,81,,
BR00D6-0010,-22.317,-49.117,617,2/23/12,,80,,
BR00D6-0010,-22.317,-49.117,617,2/24/12,,79,,
BR00D6-0010,-22.317,-49.117,617,2/25/12,,78,,
BR00D6-0010,-22.317,-49.117,617,2/26/12,,80,,
BR00D6-0010,-22.317,-49.117,617,2/27/12,,77,,
BR00D6-0010,-22.317,-49.117,617,2/28/12,,81,,
BR00D6-0010,-22.317,-49.117,617,2/29/12,,84,,
BR00D6-0010,-22.317,-49.117,617,3/1/12,,85,,
BR00D6-0010,-22.317,-49.117,617,3/2/12,,81,,
BR00D6-0010,-22.317,-49.117,617,3/3/12,,80,,
BR00D6-0010,-22.317,-49.117,617,3/4/12,,78,,
BR00D6-0010,-22.317,-49.117,617,3/5/12,,80,,
BR00D6-0010,-22.317,-49.117,617,3/6/12,,80,,
BR00D6-0010,-22.317,-49.117,617,3/7/12,,78,,
BR00D6-0010,-22.317,-49.117,617,3/8/12,,78,,
BR00D6-0010,-22.317,-49.117,617,3/9/12,,83,,
BR00D6-0010,-22.317,-49.117,617,3/10/12,,77,,
BR00D6-0010,-22.317,-49.117,617,3/11/12,,76,,
BR00D6-0010,-22.317,-49.117,617,3/12/12,,77,,
BR00D6-0010,-22.317,-49.117,617,3/13/12,,80,,
BR00D6-0010,-22.317,-49.117,617,3/14/12,,79,,
BR00D6-0010,-22.317,-49.117,617,3/15/12,,78,,
BR00D6-0010,-22.317,-49.117,617,3/16/12,,75,,
BR00D6-0010,-22.317,-49.117,617,3/17/12,,75,,
BR00D6-0010,-22.317,-49.117,617,3/18/12,,74,,
BR00D6-0010,-22.317,-49.117,617,3/19/12,,75,,
BR00D6-0010,-22.317,-49.117,617,3/20/12,,75,,
BR00D6-0010,-22.317,-49.117,617,3/21/12,,83,,
BR00D6-0010,-22.317,-49.117,617,3/22/12,,80,,
BR00D6-0010,-22.317,-49.117,617,3/23/12,,72,,
BR00D6-0010,-22.317,-49.117,617,3/24/12,,77,,
BR00D6-0010,-22.317,-49.117,617,3/25/12,,80,,
BR00D6-0010,-22.317,-49.117,617,3/26/12,,83,,
BR00D6-0010,-22.317,-49.117,617,3/27/12,,79,,
BR00D6-0010,-22.317,-49.117,617,3/28/12,,75,,
BR00D6-0010,-22.317,-49.117,617,3/29/12,,73,,
BR00D6-0010,-22.317,-49.117,617,3/30/12,,75,,
BR00D6-0010,-22.317,-49.117,617,3/31/12,,75,,
BR00D6-0010,-22.317,-49.117,617,4/1/12,,76,,
BR00D6-0010,-22.317,-49.117,617,4/2/12,,76,,
BR00D6-0010,-22.317,-49.117,617,4/3/12,,77,,
BR00D6-0010,-22.317,-49.117,617,4/4/12,,79,,
BR00D6-0010,-22.317,-49.117,617,4/5/12,,82,,
BR00D6-0010,-22.317,-49.117,617,4/6/12,,79,,
BR00D6-0010,-22.317,-49.117,617,4/7/12,,80,,
BR00D6-0010,-22.317,-49.117,617,4/8/12,,79,,
BR00D6-0010,-22.317,-49.117,617,4/9/12,,73,,
BR00D6-0010,-22.317,-49.117,617,4/10/12,,76,,
BR00D6-0010,-22.317,-49.117,617,4/11/12,,77,,
BR00D6-0010,-22.317,-49.117,617,4/12/12,,79,,
BR00D6-0010,-22.317,-49.117,617,4/13/12,,81,,
BR00D6-0010,-22.317,-49.117,617,4/14/12,,82,,
BR00D6-0010,-22.317,-49.117,617,4/15/12,,79,,
BR00D6-0010,-22.317,-49.117,617,4/16/12,,77,,
BR00D6-0010,-22.317,-49.117,617,4/17/12,,74,,
BR00D6-0010,-22.317,-49.117,617,4/18/12,,76,,
BR00D6-0010,-22.317,-49.117,617,4/19/12,,76,,
BR00D6-0010,-22.317,-49.117,617,4/20/12,,77,,
BR00D6-0010,-22.317,-49.117,617,4/21/12,,70,,
BR00D6-0010,-22.317,-49.117,617,4/22/12,,71,,
BR00D6-0010,-22.317,-49.117,617,4/23/12,,72,,
BR00D6-0010,-22.317,-49.117,617,4/24/12,,73,,
BR00D6-0010,-22.317,-49.117,617,4/25/12,,74,,
BR00D6-0010,-22.317,-49.117,617,4/26/12,,77,,
BR00D6-0010,-22.317,-49.117,617,4/27/12,,74,,
BR00D6-0010,-22.317,-49.117,617,4/28/12,,71,,
BR00D6-0010,-22.317,-49.117,617,4/29/12,,69,,
BR00D6-0010,-22.317,-49.117,617,4/30/12,,67,,
BR00D6-0010,-22.317,-49.117,617,5/1/12,,62,,
BR00D6-0010,-22.317,-49.117,617,5/2/12,,62,,
BR00D6-0010,-22.317,-49.117,617,5/3/12,,68,,
BR00D6-0010,-22.317,-49.117,617,5/4/12,,70,,
BR00D6-0010,-22.317,-49.117,617,5/5/12,,71,,
BR00D6-0010,-22.317,-49.117,617,5/6/12,,72,,
BR00D6-0010,-22.317,-49.117,617,5/7/12,,71,,
BR00D6-0010,-22.317,-49.117,617,5/8/12,,71,,
BR00D6-0010,-22.317,-49.117,617,5/9/12,,70,,
BR00D6-0010,-22.317,-49.117,617,5/10/12,,74,,
BR00D6-0010,-22.317,-49.117,617,5/11/12,,76,,
BR00D6-0010,-22.317,-49.117,617,5/12/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/13/12,,71,,
BR00D6-0010,-22.317,-49.117,617,5/14/12,,66,,
BR00D6-0010,-22.317,-49.117,617,5/15/12,,66,,
BR00D6-0010,-22.317,-49.117,617,5/16/12,,67,,
BR00D6-0010,-22.317,-49.117,617,5/17/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/18/12,,67,,
BR00D6-0010,-22.317,-49.117,617,5/19/12,,66,,
BR00D6-0010,-22.317,-49.117,617,5/20/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/21/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/22/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/23/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/24/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/25/12,,71,,
BR00D6-0010,-22.317,-49.117,617,5/26/12,,69,,
BR00D6-0010,-22.317,-49.117,617,5/27/12,,71,,
BR00D6-0010,-22.317,-49.117,617,5/28/12,,70,,
BR00D6-0010,-22.317,-49.117,617,5/29/12,,74,,
BR00D6-0010,-22.317,-49.117,617,5/30/12,,76,,
BR00D6-0010,-22.317,-49.117,617,5/31/12,,75,,
BR00D6-0010,-22.317,-49.117,617,6/1/12,,68,,
BR00D6-0010,-22.317,-49.117,617,6/2/12,,70,,
BR00D6-0010,-22.317,-49.117,617,6/3/12,,73,,
BR00D6-0010,-22.317,-49.117,617,6/4/12,,76,,
BR00D6-0010,-22.317,-49.117,617,6/5/12,,69,,
BR00D6-0010,-22.317,-49.117,617,6/6/12,,68,,
BR00D6-0010,-22.317,-49.117,617,6/7/12,,66,,
BR00D6-0010,-22.317,-49.117,617,6/8/12,,59,,
BR00D6-0010,-22.317,-49.117,617,6/9/12,,63,,
BR00D6-0010,-22.317,-49.117,617,6/10/12,,65,,
BR00D6-0010,-22.317,-49.117,617,6/11/12,,71,,
BR00D6-0010,-22.317,-49.117,617,6/12/12,,78,,
BR00D6-0010,-22.317,-49.117,617,6/13/12,,70,,
BR00D6-0010,-22.317,-49.117,617,6/14/12,,70,,
BR00D6-0010,-22.317,-49.117,617,6/15/12,,72,,
BR00D6-0010,-22.317,-49.117,617,6/16/12,,72,,
BR00D6-0010,-22.317,-49.117,617,6/17/12,,72,,
BR00D6-0010,-22.317,-49.117,617,6/18/12,,73,,
BR00D6-0010,-22.317,-49.117,617,6/19/12,,69,,
BR00D6-0010,-22.317,-49.117,617,6/20/12,,67,,
BR00D6-0010,-22.317,-49.117,617,6/21/12,,66,,
BR00D6-0010,-22.317,-49.117,617,6/22/12,,66,,
BR00D6-0010,-22.317,-49.117,617,6/23/12,,65,,
BR00D6-0010,-22.317,-49.117,617,6/24/12,,67,,
BR00D6-0010,-22.317,-49.117,617,6/25/12,,68,,
BR00D6-0010,-22.317,-49.117,617,6/26/12,,65,,
BR00D6-0010,-22.317,-49.117,617,6/27/12,,68,,
BR00D6-0010,-22.317,-49.117,617,6/28/12,,70,,
BR00D6-0010,-22.317,-49.117,617,6/29/12,,72,,
BR00D6-0010,-22.317,-49.117,617,6/30/12,,75,,
BR00D6-0010,-22.317,-49.117,617,7/2/12,,80,,
BR00D6-0010,-22.317,-49.117,617,7/3/12,,75,,
BR00D6-0010,-22.317,-49.117,617,7/4/12,,73,,
BR00D6-0010,-22.317,-49.117,617,7/5/12,,72,,
BR00D6-0010,-22.317,-49.117,617,7/6/12,,73,,
BR00D6-0010,-22.317,-49.117,617,7/7/12,,72,,
BR00D6-0010,-22.317,-49.117,617,7/8/12,,62,,
BR00D6-0010,-22.317,-49.117,617,7/9/12,,62,,
BR00D6-0010,-22.317,-49.117,617,7/10/12,,68,,
BR00D6-0010,-22.317,-49.117,617,7/11/12,,73,,
BR00D6-0010,-22.317,-49.117,617,7/12/12,,71,,
BR00D6-0010,-22.317,-49.117,617,7/13/12,,61,,
BR00D6-0010,-22.317,-49.117,617,7/14/12,,62,,
BR00D6-0010,-22.317,-49.117,617,7/15/12,,62,,
BR00D6-0010,-22.317,-49.117,617,7/16/12,,62,,
BR00D6-0010,-22.317,-49.117,617,7/17/12,,63,,
BR00D6-0010,-22.317,-49.117,617,7/18/12,,58,,
BR00D6-0010,-22.317,-49.117,617,7/19/12,,60,,
BR00D6-0010,-22.317,-49.117,617,7/20/12,,64,,
BR00D6-0010,-22.317,-49.117,617,7/21/12,,69,,
BR00D6-0010,-22.317,-49.117,617,7/22/12,,75,,
BR00D6-0010,-22.317,-49.117,617,7/23/12,,78,,
BR00D6-0010,-22.317,-49.117,617,7/24/12,,78,,
BR00D6-0010,-22.317,-49.117,617,7/25/12,,78,,
BR00D6-0010,-22.317,-49.117,617,7/26/12,,75,,
BR00D6-0010,-22.317,-49.117,617,7/27/12,,77,,
BR00D6-0010,-22.317,-49.117,617,7/28/12,,74,,
BR00D6-0010,-22.317,-49.117,617,7/29/12,,78,,
BR00D6-0010,-22.317,-49.117,617,7/30/12,,73,,
BR00D6-0010,-22.317,-49.117,617,7/31/12,,69,,
BR00D6-0010,-22.317,-49.117,617,8/1/12,,70,,
BR00D6-0010,-22.317,-49.117,617,8/2/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/3/12,,75,,
BR00D6-0010,-22.317,-49.117,617,8/4/12,,76,,
BR00D6-0010,-22.317,-49.117,617,8/5/12,,75,,
BR00D6-0010,-22.317,-49.117,617,8/6/12,,69,,
BR00D6-0010,-22.317,-49.117,617,8/7/12,,67,,
BR00D6-0010,-22.317,-49.117,617,8/8/12,,73,,
BR00D6-0010,-22.317,-49.117,617,8/9/12,,73,,
BR00D6-0010,-22.317,-49.117,617,8/10/12,,73,,
BR00D6-0010,-22.317,-49.117,617,8/11/12,,73,,
BR00D6-0010,-22.317,-49.117,617,8/12/12,,73,,
BR00D6-0010,-22.317,-49.117,617,8/13/12,,75,,
BR00D6-0010,-22.317,-49.117,617,8/14/12,,73,,
BR00D6-0010,-22.317,-49.117,617,8/15/12,,73,,
BR00D6-0010,-22.317,-49.117,617,8/16/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/17/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/18/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/19/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/20/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/21/12,,76,,
BR00D6-0010,-22.317,-49.117,617,8/22/12,,75,,
BR00D6-0010,-22.317,-49.117,617,8/23/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/24/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/25/12,,76,,
BR00D6-0010,-22.317,-49.117,617,8/26/12,,74,,
BR00D6-0010,-22.317,-49.117,617,8/27/12,,75,,
BR00D6-0010,-22.317,-49.117,617,8/28/12,,69,,
BR00D6-0010,-22.317,-49.117,617,8/29/12,,69,,
BR00D6-0010,-22.317,-49.117,617,8/30/12,,69,,
BR00D6-0010,-22.317,-49.117,617,8/31/12,,69,,
BR00D6-0010,-22.317,-49.117,617,9/1/12,,76,,
BR00D6-0010,-22.317,-49.117,617,9/2/12,,78,,
BR00D6-0010,-22.317,-49.117,617,9/3/12,,77,,
BR00D6-0010,-22.317,-49.117,617,9/4/12,,71,,
BR00D6-0010,-22.317,-49.117,617,9/5/12,,73,,
BR00D6-0010,-22.317,-49.117,617,9/6/12,,82,,
BR00D6-0010,-22.317,-49.117,617,9/7/12,,82,,
BR00D6-0010,-22.317,-49.117,617,9/8/12,,84,,
BR00D6-0010,-22.317,-49.117,617,9/9/12,,84,,
BR00D6-0010,-22.317,-49.117,617,9/10/12,,82,,
BR00D6-0010,-22.317,-49.117,617,9/11/12,,83,,
BR00D6-0010,-22.317,-49.117,617,9/12/12,,80,,
BR00D6-0010,-22.317,-49.117,617,9/13/12,,83,,
BR00D6-0010,-22.317,-49.117,617,9/14/12,,77,,
BR00D6-0010,-22.317,-49.117,617,9/15/12,,78,,
BR00D6-0010,-22.317,-49.117,617,9/16/12,,84,,
BR00D6-0010,-22.317,-49.117,617,9/17/12,,85,,
BR00D6-0010,-22.317,-49.117,617,9/18/12,,87,,
BR00D6-0010,-22.317,-49.117,617,9/19/12,,84,,
BR00D6-0010,-22.317,-49.117,617,9/20/12,,70,,
BR00D6-0010,-22.317,-49.117,617,9/21/12,,67,,
BR00D6-0010,-22.317,-49.117,617,9/22/12,,70,,
BR00D6-0010,-22.317,-49.117,617,9/23/12,,70,,
BR00D6-0010,-22.317,-49.117,617,9/24/12,,70,,
BR00D6-0010,-22.317,-49.117,617,9/25/12,,70,,
BR00D6-0010,-22.317,-49.117,617,9/26/12,,65,,
BR00D6-0010,-22.317,-49.117,617,9/27/12,,60,,
BR00D6-0010,-22.317,-49.117,617,9/28/12,,65,,
BR00D6-0010,-22.317,-49.117,617,9/29/12,,69,,
BR00D6-0010,-22.317,-49.117,617,9/30/12,,72,,
BR00D6-0010,-22.317,-49.117,617,10/1/12,,78,,
BR00D6-0010,-22.317,-49.117,617,10/2/12,,80,,
BR00D6-0010,-22.317,-49.117,617,10/3/12,,87,,
BR00D6-0010,-22.317,-49.117,617,10/4/12,,81,,
BR00D6-0010,-22.317,-49.117,617,10/5/12,,79,,
BR00D6-0010,-22.317,-49.117,617,10/6/12,,82,,
BR00D6-0010,-22.317,-49.117,617,10/7/12,,84,,
BR00D6-0010,-22.317,-49.117,617,10/8/12,,82,,
BR00D6-0010,-22.317,-49.117,617,10/9/12,,81,,
BR00D6-0010,-22.317,-49.117,617,10/10/12,,83,,
BR00D6-0010,-22.317,-49.117,617,10/11/12,,74,,
BR00D6-0010,-22.317,-49.117,617,10/12/12,,67,,
BR00D6-0010,-22.317,-49.117,617,10/13/12,,70,,
BR00D6-0010,-22.317,-49.117,617,10/14/12,,72,,
BR00D6-0010,-22.317,-49.117,617,10/15/12,,72,,
BR00D6-0010,-22.317,-49.117,617,10/16/12,,74,,
BR00D6-0010,-22.317,-49.117,617,10/17/12,,73,,
BR00D6-0010,-22.317,-49.117,617,10/18/12,,78,,
BR00D6-0010,-22.317,-49.117,617,10/19/12,,77,,
BR00D6-0010,-22.317,-49.117,617,10/20/12,,73,,
BR00D6-0010,-22.317,-49.117,617,10/22/12,,81,,
BR00D6-0010,-22.317,-49.117,617,10/23/12,,79,,
BR00D6-0010,-22.317,-49.117,617,10/24/12,,78,,
BR00D6-0010,-22.317,-49.117,617,10/25/12,,82,,
BR00D6-0010,-22.317,-49.117,617,10/26/12,,84,,
BR00D6-0010,-22.317,-49.117,617,10/27/12,,80,,
BR00D6-0010,-22.317,-49.117,617,10/28/12,,87,,
BR00D6-0010,-22.317,-49.117,617,10/29/12,,80,,
BR00D6-0010,-22.317,-49.117,617,10/30/12,,87,,
BR00D6-0010,-22.317,-49.117,617,10/31/12,,93,,
BR00D6-0010,-22.317,-49.117,617,11/1/12,,79,,
BR00D6-0010,-22.317,-49.117,617,11/2/12,,78,,
BR00D6-0010,-22.317,-49.117,617,11/3/12,,72,,
BR00D6-0010,-22.317,-49.117,617,11/4/12,,76,,
BR00D6-0010,-22.317,-49.117,617,11/5/12,,79,,
BR00D6-0010,-22.317,-49.117,617,11/6/12,,79,,
BR00D6-0010,-22.317,-49.117,617,11/7/12,,79,,
BR00D6-0010,-22.317,-49.117,617,11/8/12,,74,,
BR00D6-0010,-22.317,-49.117,617,11/9/12,,73,,
BR00D6-0010,-22.317,-49.117,617,11/10/12,,77,,
BR00D6-0010,-22.317,-49.117,617,11/11/12,,80,,
BR00D6-0010,-22.317,-49.117,617,11/12/12,,82,,
BR00D6-0010,-22.317,-49.117,617,11/13/12,,76,,
BR00D6-0010,-22.317,-49.117,617,11/14/12,,71,,
BR00D6-0010,-22.317,-49.117,617,11/15/12,,73,,
BR00D6-0010,-22.317,-49.117,617,11/16/12,,75,,
BR00D6-0010,-22.317,-49.117,617,11/17/12,,74,,
BR00D6-0010,-22.317,-49.117,617,11/18/12,,73,,
BR00D6-0010,-22.317,-49.117,617,11/19/12,,77,,
BR00D6-0010,-22.317,-49.117,617,11/20/12,,80,,
BR00D6-0010,-22.317,-49.117,617,11/21/12,,83,,
BR00D6-0010,-22.317,-49.117,617,11/22/12,,81,,
BR00D6-0010,-22.317,-49.117,617,11/23/12,,85,,
BR00D6-0010,-22.317,-49.117,617,11/24/12,,81,,
BR00D6-0010,-22.317,-49.117,617,11/25/12,,74,,
BR00D6-0010,-22.317,-49.117,617,11/26/12,,75,,
BR00D6-0010,-22.317,-49.117,617,11/27/12,,76,,
BR00D6-0010,-22.317,-49.117,617,11/28/12,,80,,
BR00D6-0010,-22.317,-49.117,617,11/29/12,,85,,
BR00D6-0010,-22.317,-49.117,617,11/30/12,,80,,
BR00D6-0010,-22.317,-49.117,617,12/1/12,,80,,
BR00D6-0010,-22.317,-49.117,617,12/2/12,,78,,
BR00D6-0010,-22.317,-49.117,617,12/3/12,,81,,
BR00D6-0010,-22.317,-49.117,617,12/4/12,,84,,
BR00D6-0010,-22.317,-49.117,617,12/5/12,,83,,
BR00D6-0010,-22.317,-49.117,617,12/6/12,,84,,
BR00D6-0010,-22.317,-49.117,617,12/7/12,,86,,
BR00D6-0010,-22.317,-49.117,617,12/8/12,,91,,
BR00D6-0010,-22.317,-49.117,617,12/9/12,,85,,
BR00D6-0010,-22.317,-49.117,617,1/8/13,,78,,
BR00D6-0010,-22.317,-49.117,617,1/9/13,,76,,
BR00D6-0010,-22.317,-49.117,617,1/10/13,,75,,
BR00D6-0010,-22.317,-49.117,617,1/11/13,,73,,
BR00D6-0010,-22.317,-49.117,617,1/12/13,,71,,
BR00D6-0010,-22.317,-49.117,617,1/13/13,,72,,
BR00D6-0010,-22.317,-49.117,617,1/14/13,,73,,
BR00D6-0010,-22.317,-49.117,617,1/15/13,,74,,
BR00D6-0010,-22.317,-49.117,617,1/16/13,,71,,
BR00D6-0010,-22.317,-49.117,617,1/17/13,,74,,
BR00D6-0010,-22.317,-49.117,617,1/18/13,,79,,
BR00D6-0010,-22.317,-49.117,617,1/19/13,,80,,
BR00D6-0010,-22.317,-49.117,617,1/20/13,,77,,
BR00D6-0010,-22.317,-49.117,617,1/21/13,,75,,
BR00D6-0010,-22.317,-49.117,617,1/22/13,,75,,
BR00D6-0010,-22.317,-49.117,617,1/23/13,,78,,
BR00D6-0010,-22.317,-49.117,617,1/24/13,,81,,
BR00D6-0010,-22.317,-49.117,617,1/25/13,,82,,
BR00D6-0010,-22.317,-49.117,617,1/26/13,,78,,
BR00D6-0010,-22.317,-49.117,617,1/27/13,,78,,
BR00D6-0010,-22.317,-49.117,617,1/28/13,,76,,
BR00D6-0010,-22.317,-49.117,617,1/29/13,,78,,
BR00D6-0010,-22.317,-49.117,617,1/30/13,,76,,
BR00D6-0010,-22.317,-49.117,617,1/31/13,,77,,
BR00D6-0010,-22.317,-49.117,617,2/1/13,,80,,
BR00D6-0010,-22.317,-49.117,617,2/2/13,,78,,
BR00D6-0010,-22.317,-49.117,617,2/3/13,,74,,
BR00D6-0010,-22.317,-49.117,617,2/4/13,,78,,
BR00D6-0010,-22.317,-49.117,617,2/5/13,,77,,
BR00D6-0010,-22.317,-49.117,617,2/6/13,,75,,
BR00D6-0010,-22.317,-49.117,617,2/7/13,,73,,
BR00D6-0010,-22.317,-49.117,617,2/8/13,,71,,
BR00D6-0010,-22.317,-49.117,617,2/9/13,,71,,
BR00D6-0010,-22.317,-49.117,617,2/10/13,,76,,
BR00D6-0010,-22.317,-49.117,617,2/11/13,,79,,
BR00D6-0010,-22.317,-49.117,617,2/12/13,,82,,
BR00D6-0010,-22.317,-49.117,617,2/13/13,,79,,
BR00D6-0010,-22.317,-49.117,617,2/14/13,,81,,
BR00D6-0010,-22.317,-49.117,617,2/15/13,,81,,
BR00D6-0010,-22.317,-49.117,617,2/16/13,,83,,
BR00D6-0010,-22.317,-49.117,617,2/17/13,,81,,
BR00D6-0010,-22.317,-49.117,617,2/18/13,,83,,
BR00D6-0010,-22.317,-49.117,617,2/19/13,,76,,
BR00D6-0010,-22.317,-49.117,617,2/20/13,,81,,
BR00D6-0010,-22.317,-49.117,617,2/21/13,,80,,
BR00D6-0010,-22.317,-49.117,617,2/22/13,,77,,
BR00D6-0010,-22.317,-49.117,617,2/23/13,,77,,
BR00D6-0010,-22.317,-49.117,617,2/24/13,,79,,
BR00D6-0010,-22.317,-49.117,617,2/25/13,,81,,
BR00D6-0010,-22.317,-49.117,617,2/26/13,,79,,
BR00D6-0010,-22.317,-49.117,617,2/27/13,,77,,
BR00D6-0010,-22.317,-49.117,617,2/28/13,,80,,
BR00D6-0010,-22.317,-49.117,617,3/1/13,,78,,
BR00D6-0010,-22.317,-49.117,617,3/2/13,,78,,
BR00D6-0010,-22.317,-49.117,617,3/3/13,,81,,
BR00D6-0010,-22.317,-49.117,617,3/4/13,,83,,
BR00D6-0010,-22.317,-49.117,617,3/5/13,,85,,
BR00D6-0010,-22.317,-49.117,617,3/6/13,,81,,
BR00D6-0010,-22.317,-49.117,617,3/7/13,,80,,
BR00D6-0010,-22.317,-49.117,617,3/8/13,,82,,
BR00D6-0010,-22.317,-49.117,617,3/9/13,,82,,
BR00D6-0010,-22.317,-49.117,617,3/10/13,,78,,
BR00D6-0010,-22.317,-49.117,617,3/11/13,,79,,
BR00D6-0010,-22.317,-49.117,617,3/12/13,,79,,
BR00D6-0010,-22.317,-49.117,617,3/13/13,,78,,
BR00D6-0010,-22.317,-49.117,617,3/14/13,,78,,
BR00D6-0010,-22.317,-49.117,617,3/15/13,,77,,
BR00D6-0010,-22.317,-49.117,617,3/16/13,,75,,
BR00D6-0010,-22.317,-49.117,617,3/17/13,,73,,
BR00D6-0010,-22.317,-49.117,617,3/18/13,,69,,
BR00D6-0010,-22.317,-49.117,617,3/19/13,,70,,
BR00D6-0010,-22.317,-49.117,617,3/20/13,,70,,
BR00D6-0010,-22.317,-49.117,617,3/21/13,,72,,
BR00D6-0010,-22.317,-49.117,617,3/22/13,,75,,
BR00D6-0010,-22.317,-49.117,617,3/23/13,,76,,
BR00D6-0010,-22.317,-49.117,617,3/24/13,,75,,
BR00D6-0010,-22.317,-49.117,617,3/25/13,,77,,
BR00D6-0010,-22.317,-49.117,617,3/26/13,,74,,
BR00D6-0010,-22.317,-49.117,617,3/27/13,,75,,
BR00D6-0010,-22.317,-49.117,617,3/28/13,,74,,
BR00D6-0010,-22.317,-49.117,617,3/29/13,,72,,
BR00D6-0010,-22.317,-49.117,617,3/30/13,,74,,
BR00D6-0010,-22.317,-49.117,617,3/31/13,,76,,
BR00D6-0010,-22.317,-49.117,617,4/1/13,,80,,
BR00D6-0010,-22.317,-49.117,617,4/2/13,,73,,
BR00D6-0010,-22.317,-49.117,617,4/3/13,,75,,
BR00D6-0010,-22.317,-49.117,617,4/4/13,,78,,
BR00D6-0010,-22.317,-49.117,617,4/5/13,,76,,
BR00D6-0010,-22.317,-49.117,617,4/6/13,,77,,
BR00D6-0010,-22.317,-49.117,617,4/7/13,,77,,
BR00D6-0010,-22.317,-49.117,617,4/8/13,,78,,
BR00D6-0010,-22.317,-49.117,617,4/9/13,,76,,
BR00D6-0010,-22.317,-49.117,617,4/10/13,,74,,
BR00D6-0010,-22.317,-49.117,617,4/11/13,,76,,
BR00D6-0010,-22.317,-49.117,617,4/12/13,,78,,
BR00D6-0010,-22.317,-49.117,617,4/13/13,,74,,
BR00D6-0010,-22.317,-49.117,617,4/14/13,,72,,
BR00D6-0010,-22.317,-49.117,617,4/15/13,,68,,
BR00D6-0010,-22.317,-49.117,617,4/16/13,,72,,
BR00D6-0010,-22.317,-49.117,617,4/17/13,,70,,
BR00D6-0010,-22.317,-49.117,617,4/18/13,,68,,
BR00D6-0010,-22.317,-49.117,617,4/19/13,,71,,
BR00D6-0010,-22.317,-49.117,617,4/20/13,,71,,
BR00D6-0010,-22.317,-49.117,617,4/21/13,,70,,
BR00D6-0010,-22.317,-49.117,617,4/22/13,,69,,
BR00D6-0010,-22.317,-49.117,617,4/23/13,,69,,
BR00D6-0010,-22.317,-49.117,617,4/24/13,,71,,
BR00D6-0010,-22.317,-49.117,617,4/25/13,,72,,
BR00D6-0010,-22.317,-49.117,617,4/26/13,,74,,
BR00D6-0010,-22.317,-49.117,617,4/27/13,,74,,
BR00D6-0010,-22.317,-49.117,617,4/28/13,,73,,
BR00D6-0010,-22.317,-49.117,617,4/29/13,,75,,
BR00D6-0010,-22.317,-49.117,617,4/30/13,,78,,
BR00D6-0010,-22.317,-49.117,617,5/1/13,,79,,
BR00D6-0010,-22.317,-49.117,617,5/2/13,,76,,
BR00D6-0010,-22.317,-49.117,617,5/3/13,,78,,
BR00D6-0010,-22.317,-49.117,617,5/4/13,,80,,
BR00D6-0010,-22.317,-49.117,617,5/5/13,,76,,
BR00D6-0010,-22.317,-49.117,617,5/6/13,,70,,
BR00D6-0010,-22.317,-49.117,617,5/7/13,,68,,
BR00D6-0010,-22.317,-49.117,617,5/8/13,,65,,
BR00D6-0010,-22.317,-49.117,617,5/9/13,,66,,
BR00D6-0010,-22.317,-49.117,617,5/10/13,,70,,
BR00D6-0010,-22.317,-49.117,617,5/11/13,,73,,
