,Unnamed: 0,Unnamed: 0.1,year,month,day,level_3,Date,Price,Price_Change,Direction,Rate_of_Change,Clean_Text
1002,1002,1002,2012,10,4,Title,2012-10-04,1.7844,0.0033000000000000806,0,0.001852787603166628,starbucks finally set enter india corn manages jump despite harvest flow guatemalan coffee exports stagnant india takes steps improve position small tea growers good signs brazil coffee harvest majority satisfied ivorian fixed cocoa price coffee sales hit dwindling stocks kenyan coffee values advance companies brief ice us review coffee falls improved weather ico raises global coffee production forecast
1003,1003,1003,2012,10,5,Title,2012-10-05,1.7102,-0.07420000000000004,0,-0.04158260479713071,ice us review coffee falls improved weather healthy natural steer soft drink success
1004,1004,1004,2012,10,8,Title,2012-10-08,1.6497,-0.0605,0,-0.035375979417611975,ldc enter brazil agchem sector ice us review coffee consolidates higher colombian coffee output increase last year indian arabica prices higher latest auction
1005,1005,1005,2012,10,9,Title,2012-10-09,1.6558,0.0060999999999999934,0,0.0036976419955143326,ice us review cocoa climbs short covering ivorian cocoa price respected so far brazilian coffee exports down quarter kenya reduces coffee auctions fortnightly vietnamese coffee prices decline before main crop european coffee stocks increase august
1006,1006,1006,2012,10,10,Title,2012-10-10,1.6268,-0.028999999999999918,0,-0.017514192535330302,ice us review brazilian rains weigh coffee south africans set up mozzarella joint venture
1007,1007,1007,2012,10,11,Title,2012-10-11,1.6096,-0.017200000000000104,0,-0.01057290386033938,advancing harvest takes soyabeans down trading brief brazil should see some improvements slack demand vietnamese coffee before new season uganda expects rise coffee exports european coffee stocks increase cocoa futures remain low new ivorian farmgate price respected ice us review sugar drops fund selling salvadorian coffee exports decline guatemala ships slightly more coffee year year ugandan coffee shipments tipped increase cocoa futures low new ivorian farmgate price respected weekly review main markets all fall advancing harvests
1008,1008,1008,2012,10,12,Title,2012-10-12,1.585,-0.024599999999999955,0,-0.015283300198807132,ice us review sugar continues lower ivorian cocoa exporters expect lot bean rejection
1009,1009,1009,2012,10,15,Title,2012-10-15,1.5953,0.010299999999999976,0,0.006498422712933739,ice us review coffee eases ample supplies vietnam sees coffee exports fall third last month
1010,1010,1010,2012,10,16,Title,2012-10-16,1.5823,-0.0129999999999999,0,-0.008148937503917696,brazilian rain will benefit coffee harvest brazilian producers sell coffee crop high coconut water sales us but profits harder find
1011,1011,1011,2012,11,15,Title,2012-11-15,1.4737,-0.10860000000000004,0,-0.06863426657397463,olam has push volumes thrive new usda view takes soya sharply lower nyse liffe gets one up key us rival el salvador ships more coffee cocoa land reduced colombian coffee lower plans grow mango output brazilian orange juice companies seek control production costs vietnamese coffee crop losses may be lower than feared adecoagro expects profitable harvest brazil ibama calls new imidacloprid tests ice us review large supplies weigh sugar vietnam reduces land planted cocoa
1012,1012,1012,2012,11,16,Title,2012-11-16,1.4748,0.001100000000000101,0,0.0007464205740653463,ice us review cocoa corrects lower watching ivory coast world coffee output may fall short coming years mexican coffee exports increase third indonesian robusta premiums six month high
1013,1013,1013,2012,11,19,Title,2012-11-19,1.4699,-0.004900000000000127,0,-0.003322484404665125,ice us review coffee sees small rally
1014,1014,1014,2012,11,20,Title,2012-11-20,1.5099,0.040000000000000036,0,0.02721273556024222,ice us review coffee moves month low
1015,1015,1015,2012,11,21,Title,2012-11-21,1.4636,-0.046300000000000015,0,-0.03066428240280814,ice us review coffee rebounds higher ground wcc ecuador will improve output high yielding plants wcc ivorian body pleased market reforms so far
1016,1016,1016,2012,11,22,Title,2012-11-22,1.4636,-0.0,0,0.0,south american weather cuts soya further drier weather assist vietnam crop mombasa port increases cargo tariffs cut honduras coffee estimate ecuador will lift cocoa production new plants ivorian sustainability vital future cocoa output burundi coffee earnings dragged lower robusta slide continues demand weakens further
1017,1017,1017,2012,11,23,Title,2012-11-23,1.4698,0.0061999999999999824,0,0.004236130090188564,ice us review coffee declines ample supplies
1018,1018,1018,2012,11,24,Title,2012-11-24,1.4698,-0.0,0,0.0,wcc confusion over new cocoa export tax
1019,1019,1019,2012,11,25,Title,2012-11-25,1.4698,-0.0,0,0.0,eu approval phosphane
1020,1020,1020,2012,11,26,Title,2012-11-26,1.4462,-0.023600000000000062,0,-0.016056606340998817,ice us review cocoa values retreat colombian coffee production estimate lowered
1021,1021,1021,2012,11,27,Title,2012-11-27,1.4307,-0.015499999999999847,0,-0.010717743050753594,ice us review coffee mostly higher due production problems san pedro sees cocoa arrivals lag behind last year
1022,1022,1022,2012,11,28,Title,2012-11-28,1.431,0.00029999999999996696,0,0.00020968756552734112,ice us review coffee up oversold sentiment
1023,1023,1023,2012,11,29,Title,2012-11-29,1.4733,0.0423,0,0.029559748427672963,ccc not consulted over new tax ivorian bean exports rabobank tips ag commodity prices decline next year coffee ticks up crop now factored ice us review coffee up short covering burundi boosts tea export revenues october
1024,1024,1024,2012,11,30,Title,2012-11-30,1.4923,0.018999999999999902,0,0.012896219371478928,us fy ag export forecast raised bil trade surplus bil
1025,1025,1025,2012,12,3,Title,2012-12-03,1.4563,-0.03600000000000003,0,-0.024123835689874716,ice us review coffee rebounds slightly higher saputo acquires us bn dean spin off ico pegs global coffee shipments higher october sumatra robusta shipments increase five fold
1026,1026,1026,2012,12,4,Title,2012-12-04,1.4395,-0.016799999999999926,0,-0.01153608459795367,ice us review coffee down large supply expectations honduran coffee shipments leap last month vietnamese coffee exports pegged line last year soyabeans drive us agricultural exports canada saputo buys morningstar foods billion
1027,1027,1027,2012,12,5,Title,2012-12-05,1.4142,-0.0253000000000001,0,-0.017575547064953182,ice us review coffee boosted bargain buying colombian coffee shipments rise highest four years tea board india criticised over quality issues
1028,1028,1028,2012,12,6,Title,2012-12-06,1.4185,0.0043000000000001926,0,0.0030405883184840853,ice canola surges statscan revision vietnam gains dry weather us agricultural exports reach new high honduras boosts coffee exports tea board slammed over quality issues vietnam could ship tonnes coffee december ice us review coffee lifted short covering deadly fungus unlikely affect mexican coffee crop indonesian robusta premiums seven month high coffee close cost production but may still have further fall
1029,1029,1029,2012,12,7,Title,2012-12-07,1.4393,0.02079999999999993,0,0.014663376806485676,ice us review coffee up slow farmer selling brazilian green coffee exports pegged bags lower large purchases colombian coffee sends premiums higher
1030,1030,1030,2012,12,10,Title,2012-12-10,1.4529,0.013600000000000056,0,0.009449037726672728,ice us review coffee drops month lows colombian coffee output almost lower last month
1031,1031,1031,2012,12,11,Title,2012-12-11,1.4071,-0.04580000000000006,0,-0.031523160575400964,ice us review coffee corrects higher ico expects rise global coffee output
1032,1032,1032,2012,12,12,Title,2012-12-12,1.4264,0.019299999999999876,0,0.013716153791485945,ice us review cocoa back above chart resistance chocolate coated tropical fruit snacks kenyan port strike may hit east african coffee exports
1033,1033,1033,2012,12,13,Title,2012-12-13,1.4026,-0.023799999999999818,0,-0.016685361749859663,slower us exports curtail maize pricing indonesian cassia unmoved rainy season sumatra colombian coffee lower seasonal fall eu port stocks fruit drying presents lucrative option peruvian processors ice us review coffee hits fresh month lows ugandan coffee shipments seen higher
1034,1034,1034,2012,12,14,Title,2012-12-14,1.3759,-0.026700000000000168,0,-0.019036075859118897,ice us review sugar closes above chart resistance
1035,1035,1035,2012,12,17,Title,2012-12-17,1.3677,-0.008199999999999985,0,-0.005959735445889952,ice us review sugar up short covering burundi enjoys increase november coffee earnings el salvador sees rise november coffee exports
1036,1036,1036,2012,12,18,Title,2012-12-18,1.3921,0.024399999999999974,0,0.017840169627842347,ice us review coffee corrects lower nicaragua sees huge leap coffee exports indian coffee prices rise latest auction vietnamese coffee down month low
1037,1037,1037,2012,12,19,Title,2012-12-19,1.3779,-0.01419999999999999,0,-0.010200416636735859,ice us review coffee up slow farmer selling ivory coast sets new farmgate coffee price cameroonian cocoa prices down up
1038,1038,1038,2012,12,20,Title,2012-12-20,1.3961,0.018199999999999997,0,0.013208505697075256,vietnamese coffee price slip ice nyse liffe merger may be back ice us review coffee down pre holiday liquidation louis dreyfus takes bet colombian coffee deal join ag bourses together looks be back burundi boosts tea export earnings kenyan woes
1039,1039,1039,2013,2,15,Title,2013-02-15,1.3441,-0.051999999999999824,0,-0.03724661557195031,ice us review coffee eases popor demand nestle expects harsh trading environment continue
1040,1040,1040,2013,2,18,Title,2013-02-18,1.3441,-0.0,0,0.0,country profile will nicaragua need agricultural revolution cameroonian cocoa prices fall amid poor quality
1041,1041,1041,2013,2,19,Title,2013-02-19,1.3373,-0.006800000000000139,0,-0.0050591473848673,ice us review coffee down large supply expectations cameroonian cocoa shipments seen higher nicaraguan coffee shipments decline last month news analysis african cocoa farmers driven other crops
1042,1042,1042,2013,2,20,Title,2013-02-20,1.319,-0.018299999999999983,0,-0.013684289239512438,ice us review short covering lifts coffee hopes raised coffee crop vietnam
1043,1043,1043,2013,2,21,Title,2013-02-21,1.3549,0.035900000000000036,0,0.0272175890826384,meps vote curb commission powers breakfast laws ice us review coffee up fungus concerns weekly market review steady demand maintains strength canola brazil under threat more port strikes
1044,1044,1044,2013,2,22,Title,2013-02-22,1.3538,-0.001100000000000101,0,-0.000811868034541369,ice us review coffee up strong latin american exports
1045,1045,1045,2013,2,25,Title,2013-02-25,1.3734,0.019600000000000062,0,0.014477766287487119,ice us review cocoa posts fractional gains vietnamese coffee prices four half month high
1046,1046,1046,2013,2,26,Title,2013-02-26,1.3734,-0.0,0,0.0,ice us review cocoa eases good supply base vietnam tipped fall coffee exports
1047,1047,1047,2013,2,27,Title,2013-02-27,1.3644,-0.008999999999999897,0,-0.0065530799475752854,ice us review coffee down profit taking mexican coffee shipments slightly higher january burundi sees decline tea export earnings lower volumes cocoa industry has concerns future ivorian reforms desperate colombian coffee growers begin strike action
1048,1048,1048,2013,3,1,Title,2013-03-01,1.3718,0.007399999999999851,0,0.005423629434183414,ice us review coffee up disease concerns vietnamese robusta coffee prices climb new multi month highs sumatra coffee exports increase four fold
1049,1049,1049,2013,3,4,Title,2013-03-04,1.3695,-0.002299999999999969,0,-0.0016766292462457855,ice us review coffee up disease concerns
1050,1050,1050,2013,3,5,Title,2013-03-05,1.4061,0.036599999999999966,0,0.02672508214676887,ice us review coffee corrects lower profit taking oxfam demand better social environmental policy
1051,1051,1051,2013,3,6,Title,2013-03-06,1.349,-0.05709999999999992,0,-0.04060877604722277,ice us review coffee holds steady guatemalan coffee output could fall country profile global suppliers can bank switzerland
1052,1052,1052,2013,3,7,Title,2013-03-07,1.3549,0.0059000000000000155,0,0.004373610081541896,ice us review sugar jumps one month highs low milk prices tip germany schw lbchen into red supply concerns propel vietnam robusta prices upwards weekly market review unsupported cocoa market falls further brazil gets beneficial coffee rains but minas gerais needs more
1053,1053,1053,2013,3,8,Title,2013-03-08,1.3681,0.0132000000000001,0,0.009742416414495608,ice us review sugar consolidates ahead weekend smoothie distribution deal us caterers colombian coffee growers agree end strike action brazilian green coffee exports slightly down february
1054,1054,1054,2013,3,11,Title,2013-03-11,1.3733,0.005199999999999871,0,0.003800891747679169,ice us review coffee eases thin trade vietnamese coffee prices increase ice introduce cap soft commodity trading fees
1055,1055,1055,2013,3,12,Title,2013-03-12,1.3766,0.0033000000000000806,0,0.002402970945896804,ice us review coffee down large crop ideas ugandan coffee shipments increase third
1056,1056,1056,2013,3,13,Title,2013-03-13,1.3629,-0.013700000000000044,0,-0.009952055789626648,ice us review coffee down profit taking el salvador sees nearly drop coffee shipments ico voices concern over low arabica prices
1057,1057,1057,2013,7,23,Title,2013-07-23,1.2135,-0.14939999999999998,0,-0.10961919436495704,ice us review large global sugar expectations weaken prices central american coffee export down nearly
1058,1058,1058,2013,7,24,Title,2013-07-24,1.223,0.009499999999999842,0,0.007828594973217834,ice us review sugar lower high cane crushing numbers frost concern brazil southern coffee belt editorial why weather more than just news filler new york times starbucks danone join effort move more yogurt
1059,1059,1059,2013,7,25,Title,2013-07-25,1.1862,-0.03679999999999994,0,-0.03008994276369579,ice us review short covering moves sugar higher weekly market review most commodities decline
1060,1060,1060,2013,7,26,Title,2013-07-26,1.2072,0.02100000000000013,0,0.017703591299949528,ice us review delayed brazilian harvest strengthens sugar higher vietnamese coffee premiums triggers stock drawdown ivorian cocoa buyers convicted violating price rules
1061,1061,1061,2013,7,29,Title,2013-07-29,1.192,-0.015200000000000102,0,-0.012591119946984844,ice us review sugar futures close four week highs exports boost nestl india sales
1062,1062,1062,2013,7,30,Title,2013-07-30,1.1855,-0.00649999999999995,0,-0.005453020134228146,ice us review cocoa recovers following sharp losses vietnamese coffee farmers hold back stocks heavy rainfall damages bags ice coffee louis dreyfus unveils post schoen strategy
1063,1063,1063,2013,8,1,Title,2013-08-01,1.1662,-0.01930000000000009,0,-0.016280050611556386,ice us review coffee falls four year lows european coffee federation urges vietnam address tax issue weekly market review ideal weather weighs grains oilseeds frost damages brazil sugar cane crop
1064,1064,1064,2013,8,2,Title,2013-08-02,1.1435,-0.022699999999999942,0,-0.01946492882867428,ice us review coffee up ahead brazilian government speech brazilian exports soy coffee decline july honduran coffee shipments tumble two thirds kraft foods group reports higher income second quarter global coffee shipments decline almost
1065,1065,1065,2013,8,5,Title,2013-08-05,1.1669,0.023400000000000087,0,0.020463489287275986,ice us review coffee up short covering nestl launch tea maker japan media watch aug n
1066,1066,1066,2013,8,6,Title,2013-08-06,1.1835,0.016599999999999948,0,0.014225726283314718,coffee companies worry fsma preventive controls would dilute haccp plans ice us review coffee down profit taking vietnamese coffee premiums narrow over last week kenyan coffee prices decline latest auction tata focus organic growth india
1067,1067,1067,2013,8,7,Title,2013-08-07,1.1651,-0.01839999999999997,0,-0.015547106041402596,ice us review coffee up brazilian government news brazil coffee belt escapes frost threat
1068,1068,1068,2013,8,8,Title,2013-08-08,1.1923,0.02719999999999989,0,0.02334563556776233,coffee companies worry fsma preventive controls would cdilute haccp plans ice us review cocoa up dry weather worries weekly market review grains oilseeds pushed down further brazil buy coffee stocks help its struggling farmers analysis coffee spearhead colombian recovery
1069,1069,1069,2013,8,9,Title,2013-08-09,1.1994,0.007100000000000106,0,0.005954877128239625,ice us review sugar up slower brazilian processing european coffee stocks increase slightly brazil cancels two bayer triazophos product registrations
1070,1070,1070,2013,8,12,Title,2013-08-12,1.4865,0.2870999999999999,0,0.23936968484242116,ice us review lower cane production strengthens sugar burundi tea exports fall amid higher kenyan output
1071,1071,1071,2013,8,13,Title,2013-08-13,1.2254,-0.2610999999999999,0,-0.1756474941136898,ice us review unfavourable weather strengthens sugar peruvian coffee production will be slashed year
1072,1072,1072,2013,8,14,Title,2013-08-14,1.1923,-0.03310000000000013,0,-0.0270115880528808,ice us review coffee up unfavourable weather vietnamese coffee prices rise highest three weeks
1073,1073,1073,2013,8,15,Title,2013-08-15,1.2197,0.02740000000000009,0,0.022980793424473785,ice us review weak brazilian real weighs coffee sugar weekly market review sugar up brazilian weather concerns
1074,1074,1074,2013,8,16,Title,2013-08-16,1.2144,-0.005300000000000082,0,-0.004345330819053933,ice us review unfavourable weather strengthens cocoa eu brazil trade shows signs continuing growth
1075,1075,1075,2013,8,19,Title,2013-08-19,1.2026,-0.011800000000000031,0,-0.009716732542819528,ice us review crop concerns boost cocoa prices ugandan coffee shipments increase nearly third wall street journal venezuela farm policies blamed lower production
1076,1076,1076,2013,8,20,Title,2013-08-20,1.4468,0.2442000000000002,0,0.20306003658739416,ice us review production concerns boost cocoa prices nepal tea producers call more subsidies cameroonian cocoa grind fails rise vietnamese coffee prices seen lower gsp changes will affect juice canned tuna tariffs
1077,1077,1077,2013,8,21,Title,2013-08-21,1.1488,-0.29800000000000004,0,-0.20597179983411668,ice us review favourable weather undermines cocoa smucker raises profit forecast lower input costs analysis belgium seeks keep trade balance positive coffee rust still threatening crops central america kenyan tea price continues rise despite egypt riots
1078,1078,1078,2013,8,22,Title,2013-08-22,1.1357,-0.013100000000000113,0,-0.01140320334261848,ice us review cocoa finishes flat due lack fresh news peruvian coffee farmers clash police brazilian frost won have huge impact coffee crop weekly market review soybeans move up us weather concerns stockton debuts timorex gold central america eu revised trade preferences apply january
1079,1079,1079,2013,8,23,Title,2013-08-23,1.1276,-0.008099999999999996,0,-0.007132165184467727,ice us review rainfall concerns boost sugar vietnamese coffee prices decline eight week low cme launches bid buy paris grains contracts
1080,1080,1080,2013,8,26,Title,2013-08-26,1.1426,0.015000000000000124,0,0.013302589570769888,ice us review unfavourable weather boosts cocoa media watch aug n
1081,1081,1081,2013,8,27,Title,2013-08-27,1.1374,-0.005200000000000093,0,-0.00455102398039567,ice us review favourable weather weakens cocoa vietnam coffee prices tumble buyers sidelined
1082,1082,1082,2013,8,28,Title,2013-08-28,1.1227,-0.014699999999999937,0,-0.01292421311763666,ice us review west african weather uncertainty supports cocoa disease set have massive impact costa rica coffee
1083,1083,1083,2013,8,29,Title,2013-08-29,1.1401,0.01739999999999986,0,0.015498352186692668,ice us review cocoa down after hitting chart resistance weekly market review soybean prices rise further starbucks open its first cafe colombia next year
1084,1084,1084,2013,8,30,Title,2013-08-30,1.1263,-0.013799999999999812,0,-0.012104201385843184,ice us review cocoa coffee sugar down ahead long weekend brazil booming farms reap benefit weak currency brazil booming farms reap benefit weak currency
1085,1085,1085,2013,9,2,Title,2013-09-02,1.1263,-0.0,0,0.0,robusta exports sumatra up more than third
1086,1086,1086,2013,9,3,Title,2013-09-03,1.1144,-0.011900000000000022,0,-0.010565568676196414,ice us review speculative short covering lifts coffee strong vietnamese coffee supply weigh prices costa rican coffee shipments decline more than fifth olam profit dented higher tax charges
1087,1087,1087,2013,9,4,Title,2013-09-04,1.1251,0.010699999999999932,0,0.009601579325197354,ice us review coffee down large supply expectations cameroon cocoa sector moves conform eu rules guatemalan coffee shipments decline august nepal could add tea products under us gsp half inspected brazil crop shows completely clean agchem use
1088,1088,1088,2013,9,5,Title,2013-09-05,1.1211,-0.0040000000000000036,0,-0.003555239534263624,ice us review cocoa up production worries west africa weekly market review soybeans reverse price gains
1089,1089,1089,2013,11,6,Title,2013-11-06,1.0115,-0.10959999999999992,0,-0.0977611274640977,ice us review coffee hits seven year lows ivory coast sentences cocoa barons embezzlement
1090,1090,1090,2013,11,7,Title,2013-11-07,0.9971,-0.014400000000000081,0,-0.014236282748393553,ice us review sugar down near week lows amid harvest weekly market review canola futures lower slightly ahead usda report fda takes first steps drop trans fat generally recognized safe list foods
1091,1091,1091,2013,11,8,Title,2013-11-08,1.0141,0.017000000000000015,0,0.01704944338581889,ice us review coffee closes higher amid crop damage concerns
1092,1092,1092,2013,11,11,Title,2013-11-11,1.0216,0.007500000000000062,0,0.007395720343161484,ice us review coffee down large global supplies
1093,1093,1093,2013,11,12,Title,2013-11-12,1.0176,-0.0040000000000000036,0,-0.003915426781519188,ice us review sugar closes lower amid harvest pressure vietnamese coffee prices lowest since armajaro sell commodity trading business ecom noble profits brought down associates
1094,1094,1094,2013,11,13,Title,2013-11-13,1.0334,0.015800000000000036,0,0.015526729559748462,ice us review strong brazilian crush data weakens sugar starbucks pay damages kraft over coffee supply deal rains could disrupt vietnam coffee harvest
1095,1095,1095,2013,11,14,Title,2013-11-14,1.0085,-0.024900000000000144,0,-0.02409521966324767,new study finds caffeine intake comes coffee soda not energy drinks ice us review coffee down large global supplies weekly market review soy prices rise after wasde
1096,1096,1096,2013,11,15,Title,2013-11-15,1.0046,-0.003900000000000015,0,-0.003867129400099172,ice us review sugar down amid expected global surplus burundi sees income coffee rise two thirds
1097,1097,1097,2013,11,18,Title,2013-11-18,1.0329,0.028299999999999995,0,0.028170416086004374,ice us review corrective bounce boosts sugar prices
1098,1098,1098,2013,11,19,Title,2013-11-19,1.0382,0.005300000000000082,0,0.0051311840449221454,ice us review cocoa up amid higher butter prices vietnam announces will buy fifth coffee crop coffee exporters vietnam reduce asking prices tata benefits weak rupee
1099,1099,1099,2013,11,20,Title,2013-11-20,1.0424,0.0041999999999999815,0,0.0040454633018686004,ice us review unfavourable weather strengths cocoa cameroon ships less robusta year year
1100,1100,1100,2013,11,21,Title,2013-11-21,1.0449,0.0024999999999999467,0,0.002398311588641545,ice us review profit taking weakens cocoa weekly market review cocoa futures strengthen
1101,1101,1101,2013,11,22,Title,2013-11-22,1.0535,0.008600000000000163,0,0.008230452674897276,ice us review cocoa closes week higher brazilian government support coffee growers
1102,1102,1102,2013,11,25,Title,2013-11-25,1.0222,-0.031300000000000106,0,-0.02971048884670157,ice us review sugar falls more than two month low
1103,1103,1103,2013,11,26,Title,2013-11-26,1.0248,0.002599999999999936,0,0.002543533555077221,ice us review cocoa down profit taking vietnamese coffee differentials narrow
1104,1104,1104,2013,11,27,Title,2013-11-27,1.0321,0.007300000000000084,0,0.007123341139734666,ice us review coffee weaker large global supplies colombia keep supporting coffee growers
1105,1105,1105,2013,11,28,Title,2013-11-28,1.0321,-0.0,0,0.0,weekly market review soybeans gather pace bullish soymeal market widespread across brazil coffee areas world coffee output decrease
1106,1106,1106,2013,11,29,Title,2013-11-29,1.0227,-0.009400000000000077,0,-0.009107644608080685,ice us review cocoa closes week higher
1107,1107,1107,2013,12,2,Title,2013-12-02,1.061,0.0383,0,0.03744988755255696,ice us review cocoa hits year highs indonesian coffee exports up
1108,1108,1108,2013,12,3,Title,2013-12-03,1.0464,-0.014599999999999946,0,-0.013760603204523984,ice us review cocoa consolidates near highs vietnam coffee loading jump harvest picks up
1109,1109,1109,2013,12,4,Title,2013-12-04,1.0497,0.0033000000000000806,0,0.003153669724770719,ice us review cocoa corrects lower american coffee output cut only
1110,1110,1110,2013,12,5,Title,2013-12-05,1.0358,-0.013900000000000023,0,-0.013241878631990113,ice us review sugar holds steady editorial vietnam low coffee gains aicc robusta price rebound could continue into weekly market review canola slides canadian crop interview ci like be middle pepper business aicc vietnamese coffee delegates call increased value addition
1111,1111,1111,2013,12,6,Title,2013-12-06,1.0126,-0.02320000000000011,0,-0.022398146360301317,ice us review sugar continues downtrend
1112,1112,1112,2013,12,9,Title,2013-12-09,1.0157,0.003100000000000103,0,0.003061426031996941,ice us review profit taking weakens cocoa
1113,1113,1113,2013,12,10,Title,2013-12-10,1.012,-0.0037000000000000366,0,-0.0036428079157231827,ice us review sugar strengthens amid weak crush numbers kenyan coffee slides auction
1114,1114,1114,2013,12,11,Title,2013-12-11,1.0533,0.041299999999999885,0,0.040810276679841787,ice us review cocoa moves lower amid good harvest conditions mixed weather global coffee harvests
1115,1115,1115,2013,12,12,Title,2013-12-12,1.0505,-0.0027999999999999137,0,-0.002658311971897763,ice us review coffee strengthens amid lack selling world coffee outlook bullish over long term weekly market review canola futures continue downward spiral tanzanian coffee prices decline oversupply fears
1116,1116,1116,2013,12,13,Title,2013-12-13,1.0603,0.009800000000000031,0,0.009328891004283704,ice us review coffee closes stronger amid short covering rabobank says cocoa price rise coffee fall nestl distribute million cocoa seedlings ivory coast narrowing indonesian robusta premium spurs some trade
1117,1117,1117,2013,12,16,Title,2013-12-16,1.093,0.03269999999999995,0,0.030840328208997406,ice us review coffee closes mixed vietnamese coffee exports decline third
1118,1118,1118,2013,12,17,Title,2013-12-17,1.0984,0.005400000000000071,0,0.004940530649588355,ice us review cocoa closes session weaker ugandan coffee shipments higher last month
1119,1119,1119,2013,12,18,Title,2013-12-18,1.0843,-0.0141,0,-0.012836853605243993,ice us review cocoa finishes close unchanged tesco plans entry into indian retail sector el salvador sees drastic fall coffee exports
1120,1120,1120,2013,12,19,Title,2013-12-19,1.0999,0.01560000000000006,0,0.014387162224476675,ice us review profit taking weakens coffee weekly market review coffee futures rise arabica demand boost editorial review outlook coming year vietnamese coffee trades discount london futures india eyeing young tea consumers amid plentiful production
1121,1121,1121,2013,12,20,Title,2013-12-20,1.0961,-0.0038000000000000256,0,-0.0034548595326848123,ice us review short covering strengthens coffee ivory coast leaves fixed coffee price farmers unchanged cameroon robusta exports fall drastically cameroonian cocoa exports lower than last season brazil raises view coffee production
1122,1122,1122,2013,12,23,Title,2013-12-23,1.0961,-0.0,0,0.0,ice us review short covering strengthens coffee peruvian coffee output may decline nearly fifth vietnam expected ship less coffee december tesco enters india tata stores alliance
1123,1123,1123,2013,12,24,Title,2013-12-24,1.0961,-0.0,0,0.0,ice us review quiet trading ahead christmas
1124,1124,1124,2013,12,27,Title,2013-12-27,1.0961,-0.0,0,0.0,ice us review coffee closes higher amid lack selling ice trims margins corn wheat soybeans sugar ice trims margins corn wheat soybeans sugar
1125,1125,1125,2013,12,30,Title,2013-12-30,1.0961,-0.0,0,0.0,ice us review cocoa finishes weaker amid profit taking
1126,1126,1126,2014,1,2,Title,2014-01-02,1.0764,-0.01970000000000005,0,-0.017972812699571253,ice us review fresh near term supplies weaken cocoa robusta shipments sumatra up more than weekly market review corn futures near annual slide
1127,1127,1127,2014,1,3,Title,2014-01-03,1.0764,-0.0,0,0.0,ice us review short covering boosts coffee honduras sees small advance december coffee shipments indian coffee production could decline brazil sugar exports rise december
1128,1128,1128,2014,1,6,Title,2014-01-06,1.1211,0.04469999999999996,0,0.04152731326644366,ice us review coffee closes stronger amid short covering ivorian cocoa stocks tonnes end
1129,1129,1129,2014,6,12,Title,2014-06-12,1.6688,0.5477000000000001,0,0.4885380429934886,ice us review cocoa backs away year highs wcc cocoa producers focus domestic consumption wcc lower taxes greater price transparency beneficial cocoa farmers wcc ivory coast grinding capacity growth may be limited
1130,1130,1130,2014,6,13,Title,2014-06-13,1.6728,0.0040000000000000036,0,0.0023969319271332713,dutch starbucks tax regime probed illegal state aid
1131,1131,1131,2014,6,16,Title,2014-06-16,1.6796,0.006799999999999917,0,0.004065040650406454,ice us review coffee futures higher consolidation trading
1132,1132,1132,2014,6,17,Title,2014-06-17,1.6693,-0.010299999999999976,0,-0.006132412479161691,ice us review coffee sharply lower spec selling vietnamese coffee price narrows against london ice us review coffee down brazilian harvest progresses
1133,1133,1133,2014,6,18,Title,2014-06-18,1.6291,-0.04020000000000002,0,-0.02408195051818128,vietnam coffee exports slip may
1134,1134,1134,2014,6,19,Title,2014-06-19,1.6229,-0.0061999999999999824,0,-0.0038057823338039296,ice us review coffee mixed consolidating after recent losses cameroonian cocoa grinders buy slightly more weekly review soy corn trickle down usda report looms ice us review coffee down follow through selling
1135,1135,1135,2014,6,20,Title,2014-06-20,1.6116,-0.011300000000000088,0,-0.0069628442910839175,latin american coffee shipments rise hawaiian coffee macadamia growers receive funding combat pests macadamia growers receive funding combat pests
1136,1136,1136,2014,6,22,Title,2014-06-22,1.6116,-0.0,0,0.0,ice us review coffee up sharply worries about tight supplies
1137,1137,1137,2014,6,23,Title,2014-06-23,1.6682,0.05659999999999999,0,0.03512037726482997,ice us review coffee pushes upwards harvest concerns
1138,1138,1138,2014,6,24,Title,2014-06-24,1.6758,0.007600000000000051,0,0.004555808656036478,ice us review cocoa ends lower increased production nestl source more commodities directly farmers mexican coffee exports down
1139,1139,1139,2014,6,25,Title,2014-06-25,1.6589,-0.016899999999999915,0,-0.010084735648645373,eu overtakes us world leading agri food exporter analysis eu member states roll out red carpet chinese premier usda food price inflation return range closer historical norm
1140,1140,1140,2014,6,26,Title,2014-06-26,1.7207,0.06179999999999985,0,0.03725360178431482,eu overtakes us world leading agri food exporter weekly review canola futures correlate higher soy editorial summer slump football fever ice us review coffee surges apparent crop damage
1141,1141,1141,2014,6,27,Title,2014-06-27,1.7092,-0.011499999999999844,0,-0.006683326553146885,feed news brazil coffee harvest reaches vietnam coffee exports jump june ice us review sugar mixed drought concerns
1142,1142,1142,2014,6,29,Title,2014-06-29,1.7092,-0.0,0,0.0,ice us review cocoa rallies demand worries
1143,1143,1143,2014,6,30,Title,2014-06-30,1.6562,-0.053000000000000165,0,-0.031008659021764664,ice us review coffee corrections higher robusta coffee beans gain greater world market share
1144,1144,1144,2014,7,1,Title,2014-07-01,1.6495,-0.006699999999999928,0,-0.0040454051443062,vietnamese coffee trading slows over last week sumatran coffee shipments down frost southern brazil poses risk grain crops
